human_gene_id	human_gene_name	rabbit_align_seq	rabbit_align_start	rabbit_align_end	rabbit_align_strand	rabbit_align_length
ENSG00000183723	CMTM4	5	22051346	22051744	1	399
ENSG00000183723	CMTM4	5	22051305	22051313	1	9
ENSG00000183723	CMTM4	5	22055558	22056073	1	516
ENSG00000183723	CMTM4	5	22055637	22056073	1	437
ENSG00000176678	FOXL1	GL019223	237705	238040	-1	336
ENSG00000176678	FOXL1	GL019223	237705	238096	-1	392
ENSG00000176678	FOXL1	GL019223	234751	236938	-1	2188
ENSG00000223496	EXOSC6	5	29216255	29216425	-1	171
ENSG00000223496	EXOSC6	5	29215428	29215656	-1	229
ENSG00000157227	MMP14	17	43085057	43085549	1	493
ENSG00000157227	MMP14	17	43086266	43087279	1	1014
ENSG00000157227	MMP14	17	43082352	43082539	1	188
ENSG00000105371	ICAM4	GL018833	96630	96809	-1	180
ENSG00000105371	ICAM4	GL018833	96630	96809	-1	180
ENSG00000105371	ICAM4	GL018833	96630	97282	-1	653
ENSG00000102575	ACP5	GL018776	690498	690514	-1	17
ENSG00000130176	CNN1	13	69659328	69659498	1	171
ENSG00000130176	CNN1	13	69659328	69659498	1	171
ENSG00000130176	CNN1	13	69659328	69659498	1	171
ENSG00000130176	CNN1	13	69655440	69655555	1	116
ENSG00000130176	CNN1	13	69652251	69652339	1	89
ENSG00000130176	CNN1	13	69659370	69659498	1	129
ENSG00000130176	CNN1	13	69659328	69659498	1	171
ENSG00000130176	CNN1	13	69657122	69657275	1	154
ENSG00000130176	CNN1	13	69659325	69659498	1	174
ENSG00000213928	IRF9	17	44213715	44214146	1	432
ENSG00000213928	IRF9	17	44213715	44213968	1	254
ENSG00000213928	IRF9	17	44211603	44211643	1	41
ENSG00000213928	IRF9	17	44212194	44212351	1	158
ENSG00000213928	IRF9	17	44213715	44213813	1	99
ENSG00000130175	PRKCSH	13	96742990	96743205	1	216
ENSG00000130175	PRKCSH	13	96742990	96743205	1	216
ENSG00000130175	PRKCSH	13	96742990	96743118	1	129
ENSG00000130175	PRKCSH	13	96742990	96743188	1	199
ENSG00000196361	ELAVL3	13	116474162	116474522	1	361
ENSG00000196361	ELAVL3	13	116474162	116474500	1	339
ENSG00000196361	ELAVL3	13	116498221	116498269	1	49
ENSG00000130816	DNMT1	GL018833	174881	174965	-1	85
ENSG00000130816	DNMT1	GL018833	173149	173218	-1	70
ENSG00000130816	DNMT1	GL018833	173149	173216	-1	68
ENSG00000130816	DNMT1	GL018833	173149	173200	-1	52
ENSG00000130816	DNMT1	GL018833	171796	171844	-1	49
ENSG00000130816	DNMT1	GL018833	170531	170742	-1	212
ENSG00000130816	DNMT1	GL018833	137648	138199	-1	552
ENSG00000130816	DNMT1	GL018833	137151	137647	-1	497
ENSG00000130816	DNMT1	GL018833	135821	137150	-1	1330
ENSG00000130810	PPAN	GL018833	204704	205420	-1	717
ENSG00000130810	PPAN	GL018833	204704	205420	-1	717
ENSG00000130810	PPAN	GL018833	204704	205420	-1	717
ENSG00000243207	PPAN-P2RY11	GL018833	204704	205420	-1	717
ENSG00000243207	PPAN-P2RY11	GL018833	204704	205420	-1	717
ENSG00000243207	PPAN-P2RY11	GL018833	204704	205420	-1	717
ENSG00000130165	ELOF1	11	19127938	19127938	-1	1
ENSG00000130165	ELOF1	11	19127300	19127938	-1	639
ENSG00000130165	ELOF1	11	19127300	19127938	-1	639
ENSG00000130165	ELOF1	11	19127297	19127587	-1	291
ENSG00000130165	ELOF1	11	19127300	19127541	-1	242
ENSG00000130165	ELOF1	11	19127300	19127522	-1	223
ENSG00000130165	ELOF1	11	19127300	19127511	-1	212
ENSG00000130165	ELOF1	11	19127297	19127474	-1	178
ENSG00000100453	GZMB	17	44600087	44600348	1	262
ENSG00000100453	GZMB	17	44600087	44600348	1	262
ENSG00000100453	GZMB	17	44600103	44600348	1	246
ENSG00000100453	GZMB	17	44600103	44600348	1	246
ENSG00000100453	GZMB	17	44600145	44600348	1	204
ENSG00000100453	GZMB	17	44601000	44601545	1	546
ENSG00000105401	CDC37	GL018833	31745	32248	-1	504
ENSG00000105401	CDC37	GL018833	31745	31915	-1	171
ENSG00000105401	CDC37	GL018833	31580	31688	-1	109
ENSG00000105401	CDC37	GL018833	31580	31642	-1	63
ENSG00000105401	CDC37	GL018833	31311	31492	-1	182
ENSG00000132953	XPO4	8	43827398	43827453	-1	56
ENSG00000132953	XPO4	8	43826510	43827061	-1	552
ENSG00000132953	XPO4	8	43822327	43825457	-1	3131
ENSG00000132953	XPO4	8	43820008	43822307	-1	2300
ENSG00000132953	XPO4	8	43827398	43827452	-1	55
ENSG00000132953	XPO4	8	43826510	43827061	-1	552
ENSG00000132953	XPO4	8	43822327	43825457	-1	3131
ENSG00000132953	XPO4	8	43820008	43822307	-1	2300
ENSG00000254093	PINX1	2	39274192	39275438	-1	1247
ENSG00000254093	PINX1	2	39234453	39235377	-1	925
ENSG00000254093	PINX1	2	39234453	39235216	-1	764
ENSG00000254093	PINX1	2	39234453	39234549	-1	97
ENSG00000173141	MRPL57	8	43461690	43462321	-1	632
ENSG00000173141	MRPL57	8	43460003	43460035	-1	33
ENSG00000102804	TSC22D1	8	50573463	50576149	-1	2687
ENSG00000102804	TSC22D1	8	50573463	50576149	-1	2687
ENSG00000102804	TSC22D1	8	50573463	50576149	-1	2687
ENSG00000102804	TSC22D1	8	50573463	50576149	-1	2687
ENSG00000102804	TSC22D1	8	50574319	50576149	-1	1831
ENSG00000102804	TSC22D1	8	50571725	50571870	-1	146
ENSG00000102804	TSC22D1	8	50453623	50454232	-1	610
ENSG00000165416	SUGT1	8	54094423	54094561	1	139
ENSG00000165416	SUGT1	8	54094423	54095356	1	934
ENSG00000165416	SUGT1	8	54095530	54096384	1	855
ENSG00000165416	SUGT1	8	54096431	54096749	1	319
ENSG00000165416	SUGT1	8	54097087	54097362	1	276
ENSG00000165416	SUGT1	8	54097363	54097540	1	178
ENSG00000165416	SUGT1	8	54097604	54097905	1	302
ENSG00000165416	SUGT1	8	54097939	54098171	1	233
ENSG00000165416	SUGT1	8	54098265	54098401	1	137
ENSG00000165416	SUGT1	8	54099404	54099558	1	155
ENSG00000165416	SUGT1	8	54099828	54100097	1	270
ENSG00000165416	SUGT1	8	54100100	54100304	1	205
ENSG00000165416	SUGT1	8	54100665	54101436	1	772
ENSG00000165416	SUGT1	8	54101863	54102073	1	211
ENSG00000165416	SUGT1	8	54102423	54102478	1	56
ENSG00000165416	SUGT1	8	54104257	54104758	1	502
ENSG00000165416	SUGT1	8	54104793	54105309	1	517
ENSG00000165416	SUGT1	8	54105532	54106039	1	508
ENSG00000165416	SUGT1	8	54107110	54107369	1	260
ENSG00000165416	SUGT1	8	54108193	54108709	1	517
ENSG00000102837	OLFM4	8	54530116	54532126	1	2011
ENSG00000120915	EPHX2	2	42239497	42239625	-1	129
ENSG00000120915	EPHX2	2	42211346	42211746	-1	401
ENSG00000120915	EPHX2	2	42210479	42211746	-1	1268
ENSG00000120915	EPHX2	2	42211346	42211746	-1	401
ENSG00000120915	EPHX2	2	42211352	42211746	-1	395
ENSG00000120915	EPHX2	2	42211373	42211746	-1	374
ENSG00000120915	EPHX2	2	42223937	42224023	-1	87
ENSG00000134020	PEBP4	GL018937	84735	84871	1	137
ENSG00000134020	PEBP4	GL018937	171833	172992	1	1160
ENSG00000134020	PEBP4	GL018937	159238	159423	1	186
ENSG00000134020	PEBP4	GL018937	171833	173022	1	1190
ENSG00000134020	PEBP4	GL018937	173023	174511	1	1489
ENSG00000134020	PEBP4	GL018937	171833	173022	1	1190
ENSG00000134020	PEBP4	GL018937	173023	174518	1	1496
ENSG00000129465	RIPK3	17	44377252	44377365	1	114
ENSG00000129465	RIPK3	17	44377660	44377843	1	184
ENSG00000129465	RIPK3	17	44378131	44378400	1	270
ENSG00000137760	ALKBH8	1	109034951	109035573	-1	623
ENSG00000137760	ALKBH8	1	109030247	109031302	-1	1056
ENSG00000137760	ALKBH8	1	109034951	109035350	-1	400
ENSG00000137760	ALKBH8	1	109030921	109031302	-1	382
ENSG00000137760	ALKBH8	1	109030247	109030863	-1	617
ENSG00000137760	ALKBH8	1	109030247	109030804	-1	558
ENSG00000151498	ACAD8	GL018742	1407729	1408664	-1	936
ENSG00000151498	ACAD8	GL018742	1407729	1408664	-1	936
ENSG00000105376	ICAM5	GL018833	88041	88458	-1	418
ENSG00000105376	ICAM5	GL018833	92834	93092	-1	259
ENSG00000197256	KANK2	1	53924712	53925130	1	419
ENSG00000197256	KANK2	1	53925389	53925791	1	403
ENSG00000197256	KANK2	1	53925825	53925929	1	105
ENSG00000197256	KANK2	1	53925864	53925929	1	66
ENSG00000130158	DOCK6	AAGW02082722	6415	6555	1	141
ENSG00000130158	DOCK6	AAGW02082722	6876	6910	1	35
ENSG00000130812	ANGPTL6	GL018833	217709	218846	-1	1138
ENSG00000130812	ANGPTL6	GL018833	218001	218846	-1	846
ENSG00000130812	ANGPTL6	GL018833	217710	218846	-1	1137
ENSG00000130812	ANGPTL6	GL018833	218157	218572	-1	416
ENSG00000130812	ANGPTL6	GL018833	218157	218571	-1	415
ENSG00000130812	ANGPTL6	GL018833	218157	218569	-1	413
ENSG00000198003	CCDC151	13	96742990	96743205	1	216
ENSG00000198003	CCDC151	13	96742990	96743205	1	216
ENSG00000198003	CCDC151	13	96742990	96743118	1	129
ENSG00000197616	MYH6	17	43577368	43577449	1	82
ENSG00000134864	GGACT	8	102136158	102136446	1	289
ENSG00000134864	GGACT	8	102136158	102136446	1	289
ENSG00000134864	GGACT	8	102136158	102136449	1	292
ENSG00000134864	GGACT	8	102136158	102136449	1	292
ENSG00000134864	GGACT	8	102136158	102136451	1	294
ENSG00000134864	GGACT	8	102136158	102136446	1	289
ENSG00000134864	GGACT	8	102136158	102136446	1	289
ENSG00000134864	GGACT	8	102136224	102137410	1	1187
ENSG00000134864	GGACT	8	102137467	102137523	1	57
ENSG00000134864	GGACT	8	102137575	102137815	1	241
ENSG00000134864	GGACT	8	102137869	102138638	1	770
ENSG00000134864	GGACT	8	102136229	102137410	1	1182
ENSG00000134864	GGACT	8	102137467	102137523	1	57
ENSG00000134864	GGACT	8	102137575	102137815	1	241
ENSG00000134864	GGACT	8	102137869	102138638	1	770
ENSG00000134864	GGACT	8	102138532	102138638	1	107
ENSG00000134864	GGACT	8	102138532	102138638	1	107
ENSG00000134864	GGACT	8	102138551	102138638	1	88
ENSG00000134864	GGACT	8	102138551	102138638	1	88
ENSG00000134882	UBAC2	8	101130856	101130943	1	88
ENSG00000134882	UBAC2	8	101130856	101131212	1	357
ENSG00000134882	UBAC2	8	101131578	101132405	1	828
ENSG00000134882	UBAC2	8	101130856	101131212	1	357
ENSG00000134882	UBAC2	8	101131578	101132332	1	755
ENSG00000134882	UBAC2	8	100981302	100981411	1	110
ENSG00000134882	UBAC2	8	100987880	100987935	1	56
ENSG00000134882	UBAC2	8	100988005	100989135	1	1131
ENSG00000134882	UBAC2	8	100987880	100987935	1	56
ENSG00000134882	UBAC2	8	100988005	100989135	1	1131
ENSG00000134882	UBAC2	8	100987898	100987935	1	38
ENSG00000134882	UBAC2	8	100988005	100989135	1	1131
ENSG00000134882	UBAC2	8	100988808	100989135	1	328
ENSG00000134882	UBAC2	8	101037489	101038995	1	1507
ENSG00000186143	PRR30	2	158928560	158929710	-1	1151
ENSG00000186143	PRR30	2	158927944	158927999	-1	56
ENSG00000186143	PRR30	2	158928784	158929643	-1	860
ENSG00000170923	OR7G2	GL018841	581049	582038	-1	990
ENSG00000170923	OR7G2	GL018841	581016	582030	-1	1015
ENSG00000169327	OR5AU1	17	41439390	41440590	1	1201
ENSG00000169327	OR5AU1	17	41439390	41440590	1	1201
ENSG00000169327	OR5AU1	17	41439590	41440759	1	1170
ENSG00000169327	OR5AU1	17	41439592	41440759	1	1168
ENSG00000179813	FAM216B	8	52268293	52268875	-1	583
ENSG00000179813	FAM216B	8	52267610	52268223	-1	614
ENSG00000179813	FAM216B	8	52265297	52266040	-1	744
ENSG00000179813	FAM216B	8	52268293	52268875	-1	583
ENSG00000179813	FAM216B	8	52267610	52268223	-1	614
ENSG00000179813	FAM216B	8	52265297	52266040	-1	744
ENSG00000240694	PNMA2	2	43206223	43206518	-1	296
ENSG00000240694	PNMA2	2	43206164	43207096	-1	933
ENSG00000240694	PNMA2	2	43205566	43206163	-1	598
ENSG00000240694	PNMA2	2	43204476	43204863	-1	388
ENSG00000240694	PNMA2	2	43203031	43204475	-1	1445
ENSG00000240694	PNMA2	2	43202940	43203030	-1	91
ENSG00000240694	PNMA2	2	43044836	43047373	-1	2538
ENSG00000130173	ANGPTL8	AAGW02082722	6415	6555	1	141
ENSG00000214274	ANG	17	41115595	41116250	1	656
ENSG00000214274	ANG	17	41123839	41125285	1	1447
ENSG00000214274	ANG	17	41123839	41124563	1	725
ENSG00000214274	ANG	17	41123839	41125033	1	1195
ENSG00000214274	ANG	17	41115595	41116250	1	656
ENSG00000214274	ANG	17	41123839	41125059	1	1221
ENSG00000172458	IL17D	8	43864562	43865888	-1	1327
ENSG00000161807	OR7G1	GL018841	575780	576692	-1	913
ENSG00000214274	ANG	17	41115595	41116250	1	656
ENSG00000214274	ANG	17	41123839	41125285	1	1447
ENSG00000214274	ANG	17	41123839	41124563	1	725
ENSG00000214274	ANG	17	41123839	41125033	1	1195
ENSG00000214274	ANG	17	41115595	41116250	1	656
ENSG00000214274	ANG	17	41123839	41125059	1	1221
ENSG00000166002	SMCO4	1	123426257	123427050	-1	794
ENSG00000166002	SMCO4	1	123426272	123427050	-1	779
ENSG00000166002	SMCO4	1	123426272	123426601	-1	330
ENSG00000166002	SMCO4	1	123426354	123426533	-1	180
ENSG00000166002	SMCO4	1	123426257	123426509	-1	253
ENSG00000166002	SMCO4	1	123426272	123426494	-1	223
ENSG00000170923	OR7G2	GL018841	581049	582038	-1	990
ENSG00000170923	OR7G2	GL018841	581016	582030	-1	1015
ENSG00000174667	OR7D4	GL018841	513722	514670	-1	949
ENSG00000174667	OR7D4	GL018841	513725	514670	-1	946
ENSG00000174667	OR7D4	GL018841	513704	514670	-1	967
ENSG00000214274	ANG	17	41115595	41116250	1	656
ENSG00000214274	ANG	17	41123839	41125285	1	1447
ENSG00000214274	ANG	17	41123839	41124563	1	725
ENSG00000214274	ANG	17	41123839	41125033	1	1195
ENSG00000214274	ANG	17	41115595	41116250	1	656
ENSG00000214274	ANG	17	41123839	41125059	1	1221
ENSG00000125285	SOX21	8	96656310	96657894	1	1585
ENSG00000170923	OR7G2	GL018841	581049	582038	-1	990
ENSG00000170923	OR7G2	GL018841	581016	582030	-1	1015
ENSG00000206150	RNASE13	17	41320361	41320898	1	538
ENSG00000206150	RNASE13	17	41321608	41321655	1	48
ENSG00000206150	RNASE13	17	41341700	41341782	1	83
ENSG00000206150	RNASE13	17	41341700	41341782	1	83
ENSG00000206150	RNASE13	17	41341029	41341309	1	281
ENSG00000206150	RNASE13	17	41338121	41339573	1	1453
ENSG00000214274	ANG	17	41115595	41116250	1	656
ENSG00000214274	ANG	17	41123839	41125285	1	1447
ENSG00000214274	ANG	17	41123839	41124563	1	725
ENSG00000214274	ANG	17	41123839	41125033	1	1195
ENSG00000214274	ANG	17	41115595	41116250	1	656
ENSG00000214274	ANG	17	41123839	41125059	1	1221
ENSG00000214274	ANG	17	41115595	41116250	1	656
ENSG00000214274	ANG	17	41123839	41125285	1	1447
ENSG00000214274	ANG	17	41123839	41124563	1	725
ENSG00000214274	ANG	17	41123839	41125033	1	1195
ENSG00000214274	ANG	17	41115595	41116250	1	656
ENSG00000214274	ANG	17	41123839	41125059	1	1221
ENSG00000198551	ZNF627	GL018776	690498	690514	-1	17
ENSG00000198551	ZNF627	GL018776	689989	690068	-1	80
ENSG00000198551	ZNF627	GL018776	689858	690068	-1	211
ENSG00000198551	ZNF627	GL018776	688978	689773	-1	796
ENSG00000198551	ZNF627	GL018776	686971	687540	-1	570
ENSG00000198551	ZNF627	GL018776	689858	690056	-1	199
ENSG00000198551	ZNF627	GL018776	688978	689773	-1	796
ENSG00000198551	ZNF627	GL018776	686971	687540	-1	570
ENSG00000161888	SPC24	GL018914	2220	2371	-1	152
ENSG00000161888	SPC24	GL018914	2220	2371	-1	152
ENSG00000161888	SPC24	GL018914	1897	2005	-1	109
ENSG00000161888	SPC24	GL018914	1800	1895	-1	96
ENSG00000161888	SPC24	GL018914	2220	2371	-1	152
ENSG00000161888	SPC24	GL018914	2220	2371	-1	152
ENSG00000161888	SPC24	GL018914	2220	2365	-1	146
ENSG00000161888	SPC24	GL018914	2220	2371	-1	152
ENSG00000161888	SPC24	GL018914	1897	2005	-1	109
ENSG00000161888	SPC24	GL018914	1803	1895	-1	93
ENSG00000255009	UBTFL1	1	127034143	127035310	1	1168
ENSG00000205883	DEFB135	2	38027656	38027825	-1	170
ENSG00000100453	GZMB	17	44600087	44600348	1	262
ENSG00000100453	GZMB	17	44600087	44600348	1	262
ENSG00000100453	GZMB	17	44600103	44600348	1	246
ENSG00000100453	GZMB	17	44600103	44600348	1	246
ENSG00000100453	GZMB	17	44600145	44600348	1	204
ENSG00000100453	GZMB	17	44601000	44601545	1	546
ENSG00000167807	AC011511.1	GL018833	85226	85566	-1	341
ENSG00000167807	AC011511.1	GL018833	85226	85371	-1	146
ENSG00000258643	BCL2L2-PABPN1	17	43509944	43510106	1	163
ENSG00000258643	BCL2L2-PABPN1	17	43511037	43514000	1	2964
ENSG00000258643	BCL2L2-PABPN1	17	43528405	43528525	1	121
ENSG00000258643	BCL2L2-PABPN1	17	43511037	43511051	1	15
ENSG00000258643	BCL2L2-PABPN1	17	43509944	43510383	1	440
ENSG00000258643	BCL2L2-PABPN1	17	43509944	43510166	1	223
ENSG00000258643	BCL2L2-PABPN1	17	43528405	43528487	1	83
ENSG00000258643	BCL2L2-PABPN1	17	43513223	43513374	1	152
ENSG00000258643	BCL2L2-PABPN1	17	43528405	43529342	1	938
ENSG00000258643	BCL2L2-PABPN1	17	43527314	43529320	1	2007
ENSG00000258643	BCL2L2-PABPN1	17	43528405	43528456	1	52
ENSG00000258643	BCL2L2-PABPN1	17	43527314	43527553	1	240
ENSG00000258643	BCL2L2-PABPN1	17	43528405	43528492	1	88
ENSG00000161807	OR7G1	GL018841	575780	576692	-1	913
ENSG00000170920	OR7G3	GL018841	567423	568150	-1	728
ENSG00000161807	OR7G1	GL018841	575780	576692	-1	913
ENSG00000170920	OR7G3	GL018841	567423	568150	-1	728
ENSG00000283703	VSIG10L2	1	91140535	91143235	-1	2701
ENSG00000283703	VSIG10L2	1	91143115	91143235	-1	121
ENSG00000283703	VSIG10L2	1	91139072	91143248	-1	4177
ENSG00000283703	VSIG10L2	1	91138518	91139069	-1	552
ENSG00000283703	VSIG10L2	1	91139072	91141653	-1	2582
ENSG00000283703	VSIG10L2	1	91138518	91139069	-1	552
ENSG00000170923	OR7G2	GL018841	581049	582038	-1	990
ENSG00000170923	OR7G2	GL018841	581016	582030	-1	1015
ENSG00000170923	OR7G2	GL018841	581049	582038	-1	990
ENSG00000170923	OR7G2	GL018841	581016	582030	-1	1015
ENSG00000167807	AC011511.1	GL018833	85226	85566	-1	341
ENSG00000167807	AC011511.1	GL018833	85226	85371	-1	146
ENSG00000267477	AC008481.3	GL019632	27386	27421	-1	36
ENSG00000267477	AC008481.3	GL019632	27386	27419	-1	34
ENSG00000267477	AC008481.3	GL019632	27386	27407	-1	22
ENSG00000267477	AC008481.3	GL019632	26543	26638	-1	96
ENSG00000149564	ESAM	1	92478678	92478791	-1	114
ENSG00000149564	ESAM	1	92477003	92477849	-1	847
ENSG00000149564	ESAM	1	92476685	92476780	-1	96
ENSG00000285827	AP001267.5	GL018782	518112	518541	1	430
ENSG00000285827	AP001267.5	GL018782	518639	519781	1	1143
ENSG00000285827	AP001267.5	GL018782	471614	472073	1	460
ENSG00000285827	AP001267.5	GL018782	472074	472359	1	286
ENSG00000285827	AP001267.5	GL018782	552838	553720	1	883
ENSG00000285827	AP001267.5	GL018782	471614	471808	1	195
ENSG00000285827	AP001267.5	GL018782	499015	499212	1	198
ENSG00000285827	AP001267.5	GL018782	499831	499990	1	160
ENSG00000285827	AP001267.5	GL018782	588904	590810	1	1907
ENSG00000285827	AP001267.5	GL018782	588904	593746	1	4843
ENSG00000285827	AP001267.5	GL018782	554071	554202	1	132
ENSG00000285827	AP001267.5	GL018782	588904	589179	1	276
ENSG00000285827	AP001267.5	GL018782	519949	520132	1	184
ENSG00000285827	AP001267.5	GL018782	518112	518541	1	430
ENSG00000285827	AP001267.5	GL018782	518639	519781	1	1143
ENSG00000285827	AP001267.5	GL018782	519782	520143	1	362
ENSG00000285827	AP001267.5	GL018782	552838	552859	1	22
ENSG00000285827	AP001267.5	GL018782	546115	546243	1	129
ENSG00000285827	AP001267.5	GL018782	546115	546223	1	109
ENSG00000285827	AP001267.5	GL018782	518112	518537	1	426
ENSG00000118058	KMT2A	GL018782	518112	518541	1	430
ENSG00000118058	KMT2A	GL018782	518639	519781	1	1143
ENSG00000118058	KMT2A	GL018782	552838	553720	1	883
ENSG00000118058	KMT2A	GL018782	588904	590810	1	1907
ENSG00000118058	KMT2A	GL018782	588904	593746	1	4843
ENSG00000118058	KMT2A	GL018782	554071	554202	1	132
ENSG00000118058	KMT2A	GL018782	588904	589179	1	276
ENSG00000118058	KMT2A	GL018782	519949	520132	1	184
ENSG00000118058	KMT2A	GL018782	518112	518541	1	430
ENSG00000118058	KMT2A	GL018782	518639	519781	1	1143
ENSG00000118058	KMT2A	GL018782	519782	520143	1	362
ENSG00000118058	KMT2A	GL018782	552838	552859	1	22
ENSG00000118058	KMT2A	GL018782	546115	546243	1	129
ENSG00000118058	KMT2A	GL018782	546115	546223	1	109
ENSG00000118058	KMT2A	GL018782	518112	518537	1	426
ENSG00000118058	KMT2A	GL018782	578366	578528	1	163
ENSG00000188779	SKOR1	17	4707616	4707710	-1	95
ENSG00000188779	SKOR1	17	4706924	4707710	-1	787
ENSG00000188779	SKOR1	17	4706875	4707710	-1	836
ENSG00000188779	SKOR1	17	4706907	4707710	-1	804
ENSG00000110002	VWA5A	1	93962506	93962744	-1	239
ENSG00000110002	VWA5A	1	93962506	93962744	-1	239
ENSG00000110002	VWA5A	1	93955214	93956038	-1	825
ENSG00000110002	VWA5A	1	93954608	93954851	-1	244
ENSG00000110002	VWA5A	1	93955214	93956038	-1	825
ENSG00000110002	VWA5A	1	93954608	93954851	-1	244
ENSG00000110002	VWA5A	1	93953964	93954586	-1	623
ENSG00000110002	VWA5A	1	93962596	93962744	-1	149
ENSG00000166250	CLMP	1	95021359	95022583	-1	1225
ENSG00000166250	CLMP	1	95021254	95021358	-1	105
ENSG00000166250	CLMP	1	95020143	95020520	-1	378
ENSG00000166250	CLMP	1	95018843	95020142	-1	1300
ENSG00000086848	ALG9	1	104593589	104594259	-1	671
ENSG00000086848	ALG9	1	104593018	104593339	-1	322
ENSG00000086848	ALG9	1	104592109	104593017	-1	909
ENSG00000086848	ALG9	1	104590790	104592108	-1	1319
ENSG00000086848	ALG9	1	104593589	104594259	-1	671
ENSG00000086848	ALG9	1	104593018	104593339	-1	322
ENSG00000086848	ALG9	1	104592109	104593017	-1	909
ENSG00000086848	ALG9	1	104590370	104592108	-1	1739
ENSG00000086848	ALG9	1	104590370	104590632	-1	263
ENSG00000086848	ALG9	1	104590370	104590604	-1	235
ENSG00000086848	ALG9	1	104590370	104590604	-1	235
ENSG00000086848	ALG9	1	104590370	104590602	-1	233
ENSG00000086848	ALG9	1	104493105	104493175	-1	71
ENSG00000258529	AP001781.2	1	104593589	104594259	-1	671
ENSG00000258529	AP001781.2	1	104593018	104593339	-1	322
ENSG00000258529	AP001781.2	1	104592109	104593017	-1	909
ENSG00000258529	AP001781.2	1	104590790	104592108	-1	1319
ENSG00000258529	AP001781.2	1	104593589	104594259	-1	671
ENSG00000258529	AP001781.2	1	104593018	104593339	-1	322
ENSG00000258529	AP001781.2	1	104592109	104593017	-1	909
ENSG00000258529	AP001781.2	1	104590370	104592108	-1	1739
ENSG00000258529	AP001781.2	1	104590370	104590632	-1	263
ENSG00000258529	AP001781.2	1	104590370	104590604	-1	235
ENSG00000258529	AP001781.2	1	104590370	104590604	-1	235
ENSG00000258529	AP001781.2	1	104590370	104590602	-1	233
ENSG00000258529	AP001781.2	1	104493105	104493175	-1	71
ENSG00000258529	AP001781.2	1	104479812	104480216	-1	405
ENSG00000258529	AP001781.2	1	104478487	104479811	-1	1325
ENSG00000258529	AP001781.2	1	104478487	104479252	-1	766
ENSG00000258529	AP001781.2	1	104470863	104470992	-1	130
ENSG00000150783	TEX12	1	104201642	104202093	-1	452
ENSG00000150783	TEX12	1	104201337	104202093	-1	757
ENSG00000149554	CHEK1	1	91626216	91626454	-1	239
ENSG00000149554	CHEK1	1	91605161	91605203	-1	43
ENSG00000149554	CHEK1	1	91625446	91626454	-1	1009
ENSG00000149554	CHEK1	1	91625002	91625426	-1	425
ENSG00000149554	CHEK1	1	91620714	91620832	-1	119
ENSG00000149554	CHEK1	1	91619581	91619706	-1	126
ENSG00000149554	CHEK1	1	91626186	91626454	-1	269
ENSG00000149554	CHEK1	1	91625993	91626454	-1	462
ENSG00000149554	CHEK1	1	91641597	91641692	-1	96
ENSG00000149554	CHEK1	1	91645013	91645019	-1	7
ENSG00000149554	CHEK1	1	91646237	91646324	-1	88
ENSG00000149554	CHEK1	1	91649964	91649990	-1	27
ENSG00000149554	CHEK1	1	91625446	91626454	-1	1009
ENSG00000149554	CHEK1	1	91625002	91625426	-1	425
ENSG00000149554	CHEK1	1	91625446	91626454	-1	1009
ENSG00000149554	CHEK1	1	91625002	91625426	-1	425
ENSG00000149554	CHEK1	1	91620714	91620832	-1	119
ENSG00000149554	CHEK1	1	91619581	91619706	-1	126
ENSG00000149554	CHEK1	1	91646294	91646324	-1	31
ENSG00000149554	CHEK1	1	91608620	91609692	-1	1073
ENSG00000149554	CHEK1	1	91608620	91608976	-1	357
ENSG00000149554	CHEK1	1	91608620	91608856	-1	237
ENSG00000149554	CHEK1	1	91608620	91608846	-1	227
ENSG00000134955	SLC37A2	1	92174908	92175157	-1	250
ENSG00000134955	SLC37A2	1	92174325	92174837	-1	513
ENSG00000134955	SLC37A2	1	92182780	92182813	-1	34
ENSG00000134955	SLC37A2	1	92174908	92175157	-1	250
ENSG00000134955	SLC37A2	1	92174327	92174837	-1	511
ENSG00000182718	ANXA2	17	12027610	12028155	-1	546
ENSG00000182718	ANXA2	17	12027610	12027966	-1	357
ENSG00000182718	ANXA2	17	12027610	12027961	-1	352
ENSG00000182718	ANXA2	17	12027610	12027951	-1	342
ENSG00000182718	ANXA2	17	12025593	12025652	-1	60
ENSG00000182718	ANXA2	17	12025063	12025158	-1	96
ENSG00000182718	ANXA2	17	12025063	12025149	-1	87
ENSG00000182718	ANXA2	17	12025063	12025149	-1	87
ENSG00000182718	ANXA2	17	12025063	12025100	-1	38
ENSG00000182718	ANXA2	17	12024390	12024483	-1	94
ENSG00000182718	ANXA2	17	12022603	12022662	-1	60
ENSG00000182718	ANXA2	17	12020845	12020924	-1	80
ENSG00000182718	ANXA2	17	12020845	12020924	-1	80
ENSG00000182718	ANXA2	17	12020845	12020924	-1	80
ENSG00000182718	ANXA2	17	12020845	12020924	-1	80
ENSG00000182718	ANXA2	17	12020845	12020882	-1	38
ENSG00000182718	ANXA2	17	12019292	12019382	-1	91
ENSG00000182718	ANXA2	17	12019292	12019337	-1	46
ENSG00000182718	ANXA2	17	12019292	12019334	-1	43
ENSG00000182718	ANXA2	17	12016167	12016280	-1	114
ENSG00000182718	ANXA2	17	12016167	12016280	-1	114
ENSG00000182718	ANXA2	17	12016167	12016279	-1	113
