ensembl_gene_id	external_gene_name	chromosome_name	start_position	end_position	strand	hsapiens_homolog_ensembl_gene	hsapiens_homolog_associated_gene_name	hsapiens_homolog_chromosome	hsapiens_homolog_chrom_start	hsapiens_homolog_chrom_end	hsapiens_homolog_orthology_type	hsapiens_homolog_orthology_confidence	hsapiens_homolog_perc_id	hsapiens_homolog_perc_id_r1	hsapiens_homolog_goc_score	hsapiens_homolog_wga_coverage
ENSMUSG00000095593	Gm7138	10	77776252	77776944	-1	ENSG00000198271	KRTAP4-5	17	41148924	41149825	ortholog_many2many	0	33.913	43.0939	0	NA
ENSMUSG00000095593	Gm7138	10	77776252	77776944	-1	ENSG00000240542	KRTAP9-1	17	41189887	41190639	ortholog_many2many	0	33.4783	30.8	0	NA
ENSMUSG00000095721	Gm7137	10	77787490	77788200	-1	ENSG00000215454	KRTAP10-4	21	44573724	44638284	ortholog_many2many	0	62.7119	36.9077	100	50.85
ENSMUSG00000095721	Gm7137	10	77787490	77788200	-1	ENSG00000243489	KRTAP10-11	21	44646414	44647650	ortholog_many2many	1	68.6441	54.3624	100	NA
ENSMUSG00000095721	Gm7137	10	77787490	77788200	-1	ENSG00000188155	KRTAP10-6	21	44591268	44592505	ortholog_many2many	0	63.9831	41.3699	0	NA
ENSMUSG00000095721	Gm7137	10	77787490	77788200	-1	ENSG00000221837	KRTAP10-9	21	44627093	44628378	ortholog_many2many	1	68.2203	55.137	100	14.17
ENSMUSG00000095721	Gm7137	10	77787490	77788200	-1	ENSG00000198271	KRTAP4-5	17	41148924	41149825	ortholog_many2many	0	33.0508	43.0939	0	NA
ENSMUSG00000095721	Gm7137	10	77787490	77788200	-1	ENSG00000240542	KRTAP9-1	17	41189887	41190639	ortholog_many2many	0	33.0508	31.2	0	NA
ENSMUSG00000095817	Gm3238	10	77770633	77771325	-1	ENSG00000215454	KRTAP10-4	21	44573724	44638284	ortholog_many2many	0	63.0435	36.1596	100	NA
ENSMUSG00000095817	Gm3238	10	77770633	77771325	-1	ENSG00000243489	KRTAP10-11	21	44646414	44647650	ortholog_many2many	1	68.6957	53.0201	100	NA
ENSMUSG00000095817	Gm3238	10	77770633	77771325	-1	ENSG00000188155	KRTAP10-6	21	44591268	44592505	ortholog_many2many	0	64.3478	40.5479	0	NA
ENSMUSG00000095817	Gm3238	10	77770633	77771325	-1	ENSG00000221837	KRTAP10-9	21	44627093	44628378	ortholog_many2many	1	69.5652	54.7945	100	NA
ENSMUSG00000095817	Gm3238	10	77770633	77771325	-1	ENSG00000198271	KRTAP4-5	17	41148924	41149825	ortholog_many2many	0	33.4783	42.5414	0	NA
ENSMUSG00000095817	Gm3238	10	77770633	77771325	-1	ENSG00000240542	KRTAP9-1	17	41189887	41190639	ortholog_many2many	0	33.4783	30.8	0	NA
ENSMUSG00000095970	Gm19402	10	77689957	77690757	-1	ENSG00000215454	KRTAP10-4	21	44573724	44638284	ortholog_many2many	0	62.0301	41.1471	100	NA
ENSMUSG00000095970	Gm19402	10	77689957	77690757	-1	ENSG00000243489	KRTAP10-11	21	44646414	44647650	ortholog_many2many	1	61.6541	55.0336	100	NA
ENSMUSG00000095970	Gm19402	10	77689957	77690757	-1	ENSG00000188155	KRTAP10-6	21	44591268	44592505	ortholog_many2many	0	62.782	45.7534	0	NA
ENSMUSG00000095970	Gm19402	10	77689957	77690757	-1	ENSG00000221837	KRTAP10-9	21	44627093	44628378	ortholog_many2many	1	61.2782	55.8219	100	NA
ENSMUSG00000095970	Gm19402	10	77689957	77690757	-1	ENSG00000198271	KRTAP4-5	17	41148924	41149825	ortholog_many2many	0	29.6992	43.6464	0	NA
ENSMUSG00000095970	Gm19402	10	77689957	77690757	-1	ENSG00000240542	KRTAP9-1	17	41189887	41190639	ortholog_many2many	0	30.0752	32	0	NA
ENSMUSG00000096131	Gm9639	10	77794399	77795076	-1	ENSG00000215454	KRTAP10-4	21	44573724	44638284	ortholog_many2many	0	66.2222	37.1571	100	61.87
ENSMUSG00000096131	Gm9639	10	77794399	77795076	-1	ENSG00000243489	KRTAP10-11	21	44646414	44647650	ortholog_many2many	1	70.6667	53.3557	100	NA
ENSMUSG00000096131	Gm9639	10	77794399	77795076	-1	ENSG00000188155	KRTAP10-6	21	44591268	44592505	ortholog_many2many	0	66.6667	41.0959	0	NA
ENSMUSG00000096131	Gm9639	10	77794399	77795076	-1	ENSG00000221837	KRTAP10-9	21	44627093	44628378	ortholog_many2many	1	70.6667	54.4521	100	NA
ENSMUSG00000096131	Gm9639	10	77794399	77795076	-1	ENSG00000198271	KRTAP4-5	17	41148924	41149825	ortholog_many2many	0	34.6667	43.0939	0	NA
ENSMUSG00000096131	Gm9639	10	77794399	77795076	-1	ENSG00000240542	KRTAP9-1	17	41189887	41190639	ortholog_many2many	0	34.6667	31.2	0	NA
ENSMUSG00000096380	Gm19668	10	77798387	77799133	-1	ENSG00000215454	KRTAP10-4	21	44573724	44638284	ortholog_many2many	0	62.0968	38.404	100	55.37
ENSMUSG00000096380	Gm19668	10	77798387	77799133	-1	ENSG00000243489	KRTAP10-11	21	44646414	44647650	ortholog_many2many	1	64.5161	53.6913	100	NA
ENSMUSG00000096380	Gm19668	10	77798387	77799133	-1	ENSG00000188155	KRTAP10-6	21	44591268	44592505	ortholog_many2many	0	62.5	42.4658	0	60.34
ENSMUSG00000096380	Gm19668	10	77798387	77799133	-1	ENSG00000221837	KRTAP10-9	21	44627093	44628378	ortholog_many2many	1	64.5161	54.7945	100	NA
ENSMUSG00000096380	Gm19668	10	77798387	77799133	-1	ENSG00000198271	KRTAP4-5	17	41148924	41149825	ortholog_many2many	0	29.8387	40.884	0	NA
ENSMUSG00000096380	Gm19668	10	77798387	77799133	-1	ENSG00000240542	KRTAP9-1	17	41189887	41190639	ortholog_many2many	0	31.0484	30.8	0	NA
ENSMUSG00000096421	Gm10100	10	77726486	77726848	1	ENSG00000188155	KRTAP10-6	21	44591268	44592505	ortholog_many2many	0	38.3333	12.6027	100	NA
ENSMUSG00000096421	Gm10100	10	77726486	77726848	1	ENSG00000221837	KRTAP10-9	21	44627093	44628378	ortholog_many2many	0	41.6667	17.1233	0	NA
ENSMUSG00000096421	Gm10100	10	77726486	77726848	1	ENSG00000198271	KRTAP4-5	17	41148924	41149825	ortholog_many2many	0	34.1667	22.6519	0	NA
ENSMUSG00000096481	Gm3250	10	77781850	77782542	-1	ENSG00000215454	KRTAP10-4	21	44573724	44638284	ortholog_many2many	0	63.4783	36.409	100	50.75
ENSMUSG00000096481	Gm3250	10	77781850	77782542	-1	ENSG00000243489	KRTAP10-11	21	44646414	44647650	ortholog_many2many	1	70.4348	54.3624	100	NA
ENSMUSG00000096481	Gm3250	10	77781850	77782542	-1	ENSG00000188155	KRTAP10-6	21	44591268	44592505	ortholog_many2many	0	65.6522	41.3699	0	NA
ENSMUSG00000096481	Gm3250	10	77781850	77782542	-1	ENSG00000221837	KRTAP10-9	21	44627093	44628378	ortholog_many2many	1	70.4348	55.4795	100	93.56
ENSMUSG00000096481	Gm3250	10	77781850	77782542	-1	ENSG00000198271	KRTAP4-5	17	41148924	41149825	ortholog_many2many	0	33.4783	42.5414	0	NA
ENSMUSG00000096481	Gm3250	10	77781850	77782542	-1	ENSG00000240542	KRTAP9-1	17	41189887	41190639	ortholog_many2many	0	33.4783	30.8	0	NA
ENSMUSG00000096640	Gm4312	10	100381647	100382560	-1	ENSG00000183684	ALYREF	17	81887835	81891586	ortholog_one2many	0	58.4775	64.0152	0	NA
ENSMUSG00000096744	Gm4307	10	100361338	100362247	1	ENSG00000183684	ALYREF	17	81887835	81891586	ortholog_one2many	0	58.8235	64.3939	0	NA
ENSMUSG00000097427	Gm6763	10	104151497	104153965	1	ENSG00000183684	ALYREF	17	81887835	81891586	ortholog_one2many	0	66.2879	66.2879	0	NA
ENSMUSG00000097550	Gm21304	10	104168515	104170983	1	ENSG00000183684	ALYREF	17	81887835	81891586	ortholog_one2many	0	67.0498	66.2879	0	NA
ENSMUSG00000097878	Gm8764	10	104160006	104162473	1	ENSG00000183684	ALYREF	17	81887835	81891586	ortholog_one2many	0	66.2879	66.2879	0	NA
ENSMUSG00000109864	Eid3	10	82866626	82867930	1	ENSG00000255150	EID3	12	104303739	104305205	ortholog_one2one	1	62.1333	69.97	100	100
ENSMUSG00000111915	Gm3285	10	77861975	77862882	1	ENSG00000215454	KRTAP10-4	21	44573724	44638284	ortholog_many2many	0	67.1642	33.6658	0	8.29
ENSMUSG00000111915	Gm3285	10	77861975	77862882	1	ENSG00000243489	KRTAP10-11	21	44646414	44647650	ortholog_many2many	0	74.6269	50.3356	0	NA
ENSMUSG00000111915	Gm3285	10	77861975	77862882	1	ENSG00000188155	KRTAP10-6	21	44591268	44592505	ortholog_many2many	0	70.1493	38.6301	100	NA
ENSMUSG00000111915	Gm3285	10	77861975	77862882	1	ENSG00000221837	KRTAP10-9	21	44627093	44628378	ortholog_many2many	0	74.1294	51.0274	0	NA
ENSMUSG00000111915	Gm3285	10	77861975	77862882	1	ENSG00000198271	KRTAP4-5	17	41148924	41149825	ortholog_many2many	0	33.8308	37.5691	0	NA
ENSMUSG00000111915	Gm3285	10	77861975	77862882	1	ENSG00000240542	KRTAP9-1	17	41189887	41190639	ortholog_many2many	0	34.8259	28	0	NA
ENSMUSG00000112170	Gm9508	10	77696541	77697233	-1	ENSG00000215454	KRTAP10-4	21	44573724	44638284	ortholog_many2many	0	65.2174	37.4065	100	NA
ENSMUSG00000112170	Gm9508	10	77696541	77697233	-1	ENSG00000243489	KRTAP10-11	21	44646414	44647650	ortholog_many2many	1	70.8696	54.698	100	NA
ENSMUSG00000112170	Gm9508	10	77696541	77697233	-1	ENSG00000188155	KRTAP10-6	21	44591268	44592505	ortholog_many2many	0	65.6522	41.3699	0	NA
ENSMUSG00000112170	Gm9508	10	77696541	77697233	-1	ENSG00000221837	KRTAP10-9	21	44627093	44628378	ortholog_many2many	1	70.4348	55.4795	100	NA
ENSMUSG00000112170	Gm9508	10	77696541	77697233	-1	ENSG00000198271	KRTAP4-5	17	41148924	41149825	ortholog_many2many	0	35.2174	44.7514	0	NA
ENSMUSG00000112170	Gm9508	10	77696541	77697233	-1	ENSG00000240542	KRTAP9-1	17	41189887	41190639	ortholog_many2many	0	34.7826	32	0	NA
ENSMUSG00000112223	Krtap10-10	10	77835947	77837252	1	ENSG00000215454	KRTAP10-4	21	44573724	44638284	ortholog_many2many	0	64.977	35.1621	0	NA
ENSMUSG00000112223	Krtap10-10	10	77835947	77837252	1	ENSG00000243489	KRTAP10-11	21	44646414	44647650	ortholog_many2many	0	70.9677	51.6779	0	NA
ENSMUSG00000112223	Krtap10-10	10	77835947	77837252	1	ENSG00000188155	KRTAP10-6	21	44591268	44592505	ortholog_many2many	0	65.4378	38.9041	100	NA
ENSMUSG00000112223	Krtap10-10	10	77835947	77837252	1	ENSG00000221837	KRTAP10-9	21	44627093	44628378	ortholog_many2many	0	70.9677	52.7397	0	NA
ENSMUSG00000112223	Krtap10-10	10	77835947	77837252	1	ENSG00000198271	KRTAP4-5	17	41148924	41149825	ortholog_many2many	0	34.1014	40.884	0	NA
ENSMUSG00000112223	Krtap10-10	10	77835947	77837252	1	ENSG00000240542	KRTAP9-1	17	41189887	41190639	ortholog_many2many	0	34.5622	30	0	NA
ENSMUSG00000112380	Gm9736	10	77750521	77751354	-1	ENSG00000215454	KRTAP10-4	21	44573724	44638284	ortholog_many2many	0	54.8736	37.9052	100	NA
ENSMUSG00000112380	Gm9736	10	77750521	77751354	-1	ENSG00000243489	KRTAP10-11	21	44646414	44647650	ortholog_many2many	1	59.5668	55.3691	100	100
ENSMUSG00000112380	Gm9736	10	77750521	77751354	-1	ENSG00000188155	KRTAP10-6	21	44591268	44592505	ortholog_many2many	0	55.5957	42.1918	0	NA
ENSMUSG00000112380	Gm9736	10	77750521	77751354	-1	ENSG00000221837	KRTAP10-9	21	44627093	44628378	ortholog_many2many	1	59.2058	56.1644	100	NA
ENSMUSG00000112380	Gm9736	10	77750521	77751354	-1	ENSG00000198271	KRTAP4-5	17	41148924	41149825	ortholog_many2many	0	27.7978	42.5414	0	NA
ENSMUSG00000112380	Gm9736	10	77750521	77751354	-1	ENSG00000240542	KRTAP9-1	17	41189887	41190639	ortholog_many2many	0	28.1588	31.2	0	NA
ENSMUSG00000112600	Gm49918	10	77814682	77836652	1	ENSG00000215454	KRTAP10-4	21	44573724	44638284	ortholog_many2many	0	62.5	37.4065	0	76.19
ENSMUSG00000112600	Gm49918	10	77814682	77836652	1	ENSG00000243489	KRTAP10-11	21	44646414	44647650	ortholog_many2many	0	67.5	54.3624	0	NA
ENSMUSG00000112600	Gm49918	10	77814682	77836652	1	ENSG00000188155	KRTAP10-6	21	44591268	44592505	ortholog_many2many	0	62.9167	41.3699	100	25.44
ENSMUSG00000112600	Gm49918	10	77814682	77836652	1	ENSG00000221837	KRTAP10-9	21	44627093	44628378	ortholog_many2many	0	67.0833	55.137	0	NA
ENSMUSG00000112600	Gm49918	10	77814682	77836652	1	ENSG00000198271	KRTAP4-5	17	41148924	41149825	ortholog_many2many	0	31.6667	41.9889	0	NA
ENSMUSG00000112600	Gm49918	10	77814682	77836652	1	ENSG00000240542	KRTAP9-1	17	41189887	41190639	ortholog_many2many	0	32.0833	30.8	0	NA
ENSMUSG00000112653	Gm36176	10	77846803	77847303	1	ENSG00000215454	KRTAP10-4	21	44573724	44638284	ortholog_many2many	0	65.8228	25.9352	0	NA
ENSMUSG00000112653	Gm36176	10	77846803	77847303	1	ENSG00000243489	KRTAP10-11	21	44646414	44647650	ortholog_many2many	0	68.3544	36.2416	0	NA
ENSMUSG00000112653	Gm36176	10	77846803	77847303	1	ENSG00000188155	KRTAP10-6	21	44591268	44592505	ortholog_many2many	0	65.1899	28.2192	100	NA
ENSMUSG00000112653	Gm36176	10	77846803	77847303	1	ENSG00000221837	KRTAP10-9	21	44627093	44628378	ortholog_many2many	0	69.6203	37.6712	0	NA
ENSMUSG00000112653	Gm36176	10	77846803	77847303	1	ENSG00000198271	KRTAP4-5	17	41148924	41149825	ortholog_many2many	0	33.5443	29.2818	0	NA
ENSMUSG00000112653	Gm36176	10	77846803	77847303	1	ENSG00000240542	KRTAP9-1	17	41189887	41190639	ortholog_many2many	0	35.443	22.4	0	NA
ENSMUSG00000112856	Gm4305	10	100351093	100352002	1	ENSG00000183684	ALYREF	17	81887835	81891586	ortholog_one2many	0	58.8235	64.3939	0	NA
ENSMUSG00000112864	Gm18596	10	77741796	77742638	-1	ENSG00000215454	KRTAP10-4	21	44573724	44638284	ortholog_many2many	0	60	41.8953	100	NA
ENSMUSG00000112864	Gm18596	10	77741796	77742638	-1	ENSG00000243489	KRTAP10-11	21	44646414	44647650	ortholog_many2many	1	59.2857	55.7047	100	NA
ENSMUSG00000112864	Gm18596	10	77741796	77742638	-1	ENSG00000188155	KRTAP10-6	21	44591268	44592505	ortholog_many2many	0	60.7143	46.5753	0	NA
ENSMUSG00000112864	Gm18596	10	77741796	77742638	-1	ENSG00000221837	KRTAP10-9	21	44627093	44628378	ortholog_many2many	1	58.9286	56.5069	100	NA
ENSMUSG00000112864	Gm18596	10	77741796	77742638	-1	ENSG00000198271	KRTAP4-5	17	41148924	41149825	ortholog_many2many	0	27.8571	43.0939	0	NA
ENSMUSG00000112864	Gm18596	10	77741796	77742638	-1	ENSG00000240542	KRTAP9-1	17	41189887	41190639	ortholog_many2many	0	28.9286	32.4	0	NA
ENSMUSG00000112931	Gm4303	10	100345972	100346881	1	ENSG00000183684	ALYREF	17	81887835	81891586	ortholog_one2many	0	58.8235	64.3939	0	NA
ENSMUSG00000113640	Adat3	10	80602880	80607654	1	ENSG00000213638	ADAT3	19	1905399	1913447	ortholog_one2many	1	81.6619	77.6567	100	100
ENSMUSG00000113949	Scamp4	10	80602872	80615783	1	ENSG00000227500	SCAMP4	19	1905372	1926013	ortholog_one2one	1	79.5652	79.9127	100	100
ENSMUSG00000114004	Gm48552	10	81389005	81391267	1	ENSG00000284638	AC005551.1	19	3482804	3483446	ortholog_one2one	1	74.8148	67.7852	100	98.43
ENSMUSG00000000791	Il12rb1	8	70808449	70821424	1	ENSG00000096996	IL12RB1	19	18058995	18098944	ortholog_one2one	0	48.103	53.6254	100	97.57
ENSMUSG00000000792	Slc5a5	8	70882889	70892757	-1	ENSG00000105641	SLC5A5	19	17871945	17895174	ortholog_one2one	1	81.5534	78.3826	75	100
ENSMUSG00000002342	Tmem161a	8	70172356	70183681	1	ENSG00000064545	TMEM161A	19	19119169	19138513	ortholog_one2one	1	82.7083	82.881	100	99.83
ENSMUSG00000002345	Borcs8	8	70139499	70147319	1	ENSG00000254901	BORCS8	19	19176903	19192591	ortholog_one2many	1	92.5	93.2773	75	90.98
ENSMUSG00000002345	Borcs8	8	70139499	70147319	1	ENSG00000064489	BORCS8-MEF2B	19	19145569	19192158	ortholog_one2many	1	92.5	93.2773	75	90.76
ENSMUSG00000002346	Slc25a42	8	70184340	70212305	-1	ENSG00000181035	SLC25A42	19	19063994	19113030	ortholog_one2one	1	92.1384	92.1384	100	100
ENSMUSG00000002393	Nr2f6	8	71374123	71381960	-1	ENSG00000160113	NR2F6	19	17231883	17245940	ortholog_one2one	1	95.3846	92.0792	100	100
ENSMUSG00000002395	Use1	8	71366848	71369732	1	ENSG00000053501	USE1	19	17215346	17219829	ortholog_one2one	1	79.9296	87.6448	100	100
ENSMUSG00000002396	Ocel1	8	71371298	71379361	1	ENSG00000099330	OCEL1	19	17226213	17229219	ortholog_one2one	0	53.8813	44.697	100	100
ENSMUSG00000002908	Kcnn1	8	70842049	70863258	-1	ENSG00000105642	KCNN1	19	17951293	18000080	ortholog_one2one	1	84.2007	83.4254	100	100
ENSMUSG00000002910	Arrdc2	8	70835129	70839720	-1	ENSG00000105643	ARRDC2	19	18001132	18014102	ortholog_one2one	1	80.344	80.344	100	100
ENSMUSG00000003037	Rab8a	8	72161200	72183904	1	ENSG00000167461	RAB8A	19	16111889	16134234	ortholog_one2one	1	95.1691	95.1691	50	100
ENSMUSG00000003573	Homer3	8	70282827	70294361	1	ENSG00000051128	HOMER3	19	18929201	18941261	ortholog_one2many	1	89.6936	89.1967	100	99.86
ENSMUSG00000003573	Homer3	8	70282827	70294361	1	ENSG00000268193	AC002985.1	19	18907013	18934397	ortholog_one2many	0	20.0557	85.7143	75	88.01
ENSMUSG00000003575	Crtc1	8	70382355	70439579	-1	ENSG00000105662	CRTC1	19	18683678	18782333	ortholog_one2one	1	90.7936	88	100	100
ENSMUSG00000003808	Farsa	8	84856989	84869257	1	ENSG00000179115	FARSA	19	12922479	12934037	ortholog_one2one	1	92.3228	92.3228	100	100
ENSMUSG00000003813	Rad23a	8	84834019	84840665	-1	ENSG00000179262	RAD23A	19	12945855	12953642	ortholog_one2one	1	94.7658	94.7658	100	100
ENSMUSG00000003814	Calr	8	84841850	84846934	-1	ENSG00000179218	CALR	19	12938578	12944489	ortholog_one2one	1	94.4712	94.2446	100	100
ENSMUSG00000004568	Arhgef18	8	3353415	3456601	1	ENSG00000268861	AC008878.3	19	7382834	7470241	ortholog_one2many	1	79.334	74.3802	75	97.33
ENSMUSG00000004568	Arhgef18	8	3353415	3456601	1	ENSG00000104880	ARHGEF18	19	7395113	7472484	ortholog_one2many	1	80.4114	69.9915	75	99.99
ENSMUSG00000004994	Ccdc130	8	84257795	84270380	-1	ENSG00000104957	CCDC130	19	13731760	13763296	ortholog_one2one	1	79.4805	77.2727	100	100
ENSMUSG00000005161	Prdx2	8	84969587	84974834	1	ENSG00000167815	PRDX2	19	12796820	12801800	ortholog_one2one	1	92.9293	92.9293	100	100
ENSMUSG00000005469	Prkaca	8	83972993	83996443	1	ENSG00000072062	PRKACA	19	14091688	14118084	ortholog_one2one	1	97.7208	97.7208	100	100
ENSMUSG00000005481	Ddx39	8	83715177	83726892	1	ENSG00000123136	DDX39A	19	14408798	14419383	ortholog_one2one	1	97.1897	97.1897	75	100
ENSMUSG00000005483	Dnajb1	8	83608193	83612653	1	ENSG00000132002	DNAJB1	19	14514769	14529770	ortholog_one2one	1	95	95	100	100
ENSMUSG00000007594	Hapln4	8	70083457	70090862	1	ENSG00000187664	HAPLN4	19	19254756	19262804	ortholog_one2one	1	91.25	90.796	100	100
ENSMUSG00000007610	Gtpbp3	8	71488103	71499583	1	ENSG00000130299	GTPBP3	19	17334920	17342731	ortholog_one2one	1	80.8943	75.9542	100	100
ENSMUSG00000007721	Ccdc124	8	70868227	70873935	-1	ENSG00000007080	CCDC124	19	17933015	17943991	ortholog_one2one	1	89.4009	86.9955	100	98.49
ENSMUSG00000007888	Crlf1	8	70493158	70504081	1	ENSG00000006016	CRLF1	19	18572220	18607741	ortholog_one2one	1	94.5882	95.2607	100	100
ENSMUSG00000007950	Abhd8	8	71456705	71463655	-1	ENSG00000127220	ABHD8	19	17292131	17310236	ortholog_one2one	1	88.1549	88.1549	100	100
ENSMUSG00000008129	4930432K21Rik	8	84148025	84172590	1	ENSG00000132016	C19orf57	19	13882348	13906452	ortholog_one2one	0	38.5	36.2637	100	99.47
ENSMUSG00000008167	Fbxw9	8	85060055	85067124	1	ENSG00000132004	FBXW9	19	12688053	12696631	ortholog_one2one	1	77.5109	77.5109	100	100
ENSMUSG00000010435	Spaca7	8	12573029	12600744	1	ENSG00000153498	SPACA7	13	112376355	112434689	ortholog_one2one	0	40.6593	37.9487	100	91.92
ENSMUSG00000012889	Podnl1	8	84125989	84132527	1	ENSG00000132000	PODNL1	19	13931187	13953392	ortholog_one2one	1	71.1986	78.0392	100	100
ENSMUSG00000015994	Fnta	8	25998722	26015650	-1	ENSG00000168522	FNTA	8	43034194	43085788	ortholog_one2one	1	92.3077	91.8206	100	100
ENSMUSG00000019139	Isyna1	8	70594373	70597290	1	ENSG00000105655	ISYNA1	19	18434388	18438167	ortholog_one2one	1	87.0736	86.9176	100	100
ENSMUSG00000019261	Map1s	8	70905932	70917529	1	ENSG00000130479	MAP1S	19	17719242	17734513	ortholog_one2one	1	70.6064	64.8725	0	98.19
ENSMUSG00000019428	Fkbp8	8	70527724	70535328	1	ENSG00000105701	FKBP8	19	18531751	18544077	ortholog_one2one	1	92.0596	89.8305	75	100
ENSMUSG00000019433	Gipc1	8	83652677	83664694	1	ENSG00000123159	GIPC1	19	14477760	14496149	ortholog_one2one	1	96.3964	96.3964	75	100
ENSMUSG00000019464	Ptger1	8	83666678	83672753	1	ENSG00000160951	PTGER1	19	14472466	14475354	ortholog_one2one	1	84.6914	85.3234	100	100
ENSMUSG00000019731	Slc35e1	8	72480641	72492614	-1	ENSG00000127526	SLC35E1	19	16549831	16572415	ortholog_one2one	1	90.4645	90.2439	100	100
ENSMUSG00000031442	Mcf2l	8	12873806	13020905	1	ENSG00000126217	MCF2L	13	112894378	113099742	ortholog_one2one	1	83.1489	86.8444	100	100
ENSMUSG00000031445	Proz	8	13060914	13076026	1	ENSG00000126231	PROZ	13	113158648	113172386	ortholog_one2one	1	66.1654	62.5592	100	97.97
ENSMUSG00000031451	Gas6	8	13465374	13494490	-1	ENSG00000183087	GAS6	13	113820549	113864076	ortholog_one2one	1	79.6736	79.2035	100	100
ENSMUSG00000031452	1700029H14Rik	8	13550733	13562461	-1	ENSG00000283199	C13orf46	13	113953705	113974076	ortholog_one2one	0	48.1013	53.7736	100	96.99
ENSMUSG00000031494	Cd209a	8	3743397	3748984	-1	ENSG00000090659	CD209	19	7739993	7747564	ortholog_one2many	0	56.3025	33.1683	100	79.83
ENSMUSG00000031495	Cd209d	8	3871824	3878555	-1	ENSG00000090659	CD209	19	7739993	7747564	ortholog_one2many	0	56.962	33.4158	100	NA
ENSMUSG00000031504	Rab20	8	11453518	11478710	-1	ENSG00000139832	RAB20	13	110523066	110561722	ortholog_one2one	1	82.8326	82.4786	100	100
ENSMUSG00000031511	Arhgef7	8	11727721	11835219	1	ENSG00000102606	ARHGEF7	13	111114559	111305737	ortholog_one2one	1	93.3504	84.6868	100	100
ENSMUSG00000031512	Tex29	8	11840474	11855761	1	ENSG00000153495	TEX29	13	111316184	111344249	ortholog_one2one	0	36.0215	44.3709	100	100
ENSMUSG00000031533	Mrps31	8	22411361	22429665	1	ENSG00000102738	MRPS31	13	40729128	40771190	ortholog_one2one	1	65.625	63.7975	25	100
ENSMUSG00000031535	Dkk4	8	22624043	22627547	1	ENSG00000104371	DKK4	8	42374063	42377229	ortholog_one2one	1	76.0181	75	100	100
ENSMUSG00000031570	Plpp5	8	25720037	25724887	1	ENSG00000147535	PLPP5	8	38263130	38269243	ortholog_one2one	1	85.7692	84.4697	100	100
ENSMUSG00000031603	Fgf20	8	40279166	40308331	-1	ENSG00000078579	FGF20	8	16992181	17002345	ortholog_one2one	1	95.2607	95.2607	100	100
ENSMUSG00000031635	Anxa10	8	62057042	62123150	-1	ENSG00000109511	ANXA10	4	168092537	168187736	ortholog_one2one	1	88.8889	88.8889	100	100
ENSMUSG00000031682	1700011L22Rik	8	79210431	79248570	-1	ENSG00000237136	C4orf51	4	145680115	145771032	ortholog_one2one	1	50.9615	52.4752	100	100
ENSMUSG00000031706	Rfx1	8	84066834	84096992	1	ENSG00000132005	RFX1	19	13961530	14007039	ortholog_one2one	1	93.0426	91.522	100	100
ENSMUSG00000031708	Tecr	8	83571698	83607971	-1	ENSG00000099797	TECR	19	14517085	14565980	ortholog_one2one	1	96.7533	96.7533	75	100
ENSMUSG00000031803	B3gnt3	8	71690756	71701789	-1	ENSG00000179913	B3GNT3	19	17794828	17813576	ortholog_one2one	1	67.7419	67.7419	25	98.56
ENSMUSG00000031805	Jak3	8	71676296	71690575	1	ENSG00000105639	JAK3	19	17824780	17848071	ortholog_one2one	1	83.4545	81.6726	50	100
ENSMUSG00000031807	Pgls	8	71592176	71601092	1	ENSG00000130313	PGLS	19	17511636	17521288	ortholog_one2one	1	89.1051	88.7597	100	100
ENSMUSG00000031808	Slc27a1	8	71568882	71587302	1	ENSG00000130304	SLC27A1	19	17468769	17506168	ortholog_one2one	1	89.1641	89.1641	100	100
ENSMUSG00000031813	Mvb12a	8	71542922	71548085	1	ENSG00000141971	MVB12A	19	17405722	17433724	ortholog_one2one	1	80.8118	80.2198	100	100
ENSMUSG00000031820	Babam1	8	71396861	71404619	1	ENSG00000269307	AC010463.1	19	17267418	17282966	ortholog_one2many	0	25.2252	77.7778	100	100
ENSMUSG00000031820	Babam1	8	71396861	71404619	1	ENSG00000105393	BABAM1	19	17267376	17281249	ortholog_one2many	1	89.7898	90.8815	100	100
ENSMUSG00000031833	Mast3	8	70778117	70805054	-1	ENSG00000099308	MAST3	19	18097793	18151692	ortholog_one2one	1	89.1188	88.8465	100	99.97
ENSMUSG00000031834	Pik3r2	8	70768176	70776713	-1	ENSG00000268173	AC007192.1	19	18153158	18178117	ortholog_one2many	1	89.3352	88.5989	100	100
ENSMUSG00000031834	Pik3r2	8	70768176	70776713	-1	ENSG00000105647	PIK3R2	19	18153163	18170532	ortholog_one2many	1	89.3352	88.5989	100	100
ENSMUSG00000031840	Rab3a	8	70754679	70758677	1	ENSG00000105649	RAB3A	19	18196784	18204042	ortholog_one2one	1	99.0909	99.0909	100	100
ENSMUSG00000031842	Pde4c	8	70723720	70751186	1	ENSG00000105650	PDE4C	19	18208652	18248200	ortholog_one2many	1	73.1778	70.5056	100	98.59
ENSMUSG00000031842	Pde4c	8	70723720	70751186	1	ENSG00000285188	AC008397.2	19	18207961	18255419	ortholog_one2many	1	73.1778	70.5056	100	98.55
ENSMUSG00000031848	Lsm4	8	70673248	70678752	1	ENSG00000130520	LSM4	19	18306230	18323274	ortholog_one2one	1	97.1014	96.4029	100	100
